ID,EMAIL,GPN,NOME,SALARIO_BASE_FY_ATUAL,EMPLOYEE_STATUS,PAIS,GENDER,LOCATION_CITY,SERVICE_LINE,SUB_SL,RANK_ATUAL,EXP_LEV_ATUAL,JOB_TITLE,HIRING_DATE,PROPORCIONAL_HIRING_DATE,LAST_PROMOTION_DATE,UTILIZAÇAO,PROMOÇAO,LEAD_ATUAL,RANK_FUTURO,EXP_LEVEL_FUTURO,ACTUAL,SMUS_ID,JOBS_ID,LEVEL
615,BR1142535650@ey.com.br,BR1142535650,Janet Perrette,1000,Active,Brasil,M,Goiania,Advisory,PI,42-Senior,4,Especialista,2/1/2020 0:00,0.416667,6/20/2020 0:00,0.429966,Progression,Need to Progress,42-Senior,4,0,6,4,0
616,BR668497150@ey.com.br,BR668497150,Titus Dittrick,1000,Active,Brasil,M,São Paulo,Advisory,Risk,21-Senior Manager,2,Gerente Senior,3/1/2020 0:00,0.333333,10/18/2020 0:00,0.677978,Progression,Progressing,21-Senior Manager,2,0,3,3,0
617,BR791245710@ey.com.br,BR791245710,Timothy Wilburn,1000,Active,Brasil,M,São Paulo,Advisory,PI,42-Senior,5,Especialista,4/1/2015 0:00,1,10/16/2020 0:00,0.381641,Progression,Progressing,42-Senior,5,0,6,4,0
618,BR1625839530@ey.com.br,BR1625839530,Elliott Lamaster,1000,Active,Brasil,M,Belo Horizonte,Advisory,PI,44-Staff/Assistant,3,Analista Senior,11/1/2019 0:00,0.666667,10/1/2020 0:00,0.420264,Promotion,Progressing,42-Senior,3,0,11,1,0
619,BR453519520@ey.com.br,BR453519520,Kelly Lathrop,1000,Active,Brasil,M,Campinas,Advisory,Risk,32-Manager,2,Gerente,5/1/2015 0:00,1,10/1/2020 0:00,0.660761,Progression,Progressing,32-Manager,2,0,5,2,0
620,BR1083342960@ey.com.br,BR1083342960,Donnie Schumann,1000,Active,Brasil,M,Recife,Advisory,PI,44-Staff/Assistant,3,Analista Senior,6/1/2020 0:00,0.0833333,12/3/2020 0:00,0.437885,Freezing,Differentiating,44-Staff/Assistant,3,0,6,1,0
621,BR1596288320@ey.com.br,BR1596288320,Gregory Joyal,1000,Active,Brasil,M,São Paulo,Advisory,PI,44-Staff/Assistant,3,Analista Senior,8/1/2016 0:00,1,2/11/2020 0:00,0.64088,Promotion,Strategic Impact,42-Senior,3,0,10,1,0
622,BR1125839450@ey.com.br,BR1125839450,Dexter Beadle,1000,Active,Brasil,M,Curitiba,Advisory,PI,42-Senior,1,Especialista,12/1/2015 0:00,1,5/30/2020 0:00,0.488165,Promotion,Differentiating,32-Manager,1,0,6,4,0
623,BR935482320@ey.com.br,BR935482320,Carolyn Lawson,1000,Active,Brasil,M,Curitiba,Advisory,Risk,42-Senior,4,Especialista,1/1/2015 0:00,1,4/13/2020 0:00,0.249373,Progression,Strategic Impact,42-Senior,5,0,5,4,0
624,BR1649767550@ey.com.br,BR1649767550,John Hirsch,1000,Active,Brasil,M,São Paulo,Advisory,PI,44-Staff/Assistant,3,Analista Senior,8/1/2016 0:00,1,3/26/2020 0:00,0.324274,Promotion,Strategic Impact,42-Senior,3,0,4,1,0
625,BR1199618510@ey.com.br,BR1199618510,Eric Franklin,1000,Active,Brasil,M,São Paulo,Advisory,PI,44-Staff/Assistant,3,Analista Senior,8/1/2016 0:00,1,3/16/2021 0:00,0.187534,Promotion,Differentiating,42-Senior,3,0,6,1,0
626,BR1363423370@ey.com.br,BR1363423370,Babette Bee,1000,Active,Brasil,M,Belo Horizonte,Advisory,Risk,21-Senior Manager,7,Gerente Senior,9/1/2019 0:00,0.833333,3/1/2020 0:00,0.826568,Progression,Strategic Impact,21-Senior Manager,7,0,9,3,0
627,BR718685460@ey.com.br,BR718685460,Edwin Crum,1000,Active,Brasil,M,Salvador,Advisory,PI,44-Staff/Assistant,3,Analista Senior,1/1/2015 0:00,1,11/18/2020 0:00,0.328235,Progression,Progressing,44-Staff/Assistant,3,0,12,1,0
628,BR1258581940@ey.com.br,BR1258581940,Linda Davis,1000,Active,Brasil,M,São Paulo,Advisory,PI,44-Staff/Assistant,3,Analista Senior,3/1/2015 0:00,1,11/13/2020 0:00,0.567972,Promotion,Strategic Impact,42-Senior,3,0,6,1,0
629,BR758432320@ey.com.br,BR758432320,Scott Border,1000,Active,Brasil,M,Curitiba,Advisory,PI,44-Staff/Assistant,3,Analista Senior,2/1/2020 0:00,0.416667,7/4/2020 0:00,0.344751,Promotion,Differentiating,42-Senior,3,0,11,1,0
630,BR1263642310@ey.com.br,BR1263642310,Loretta Clemons,1000,Active,Brasil,M,Belo Horizonte,Advisory,PI,44-Staff/Assistant,3,Analista Senior,11/1/2018 0:00,1,8/7/2020 0:00,0.735822,Progression,Strategic Impact,44-Staff/Assistant,3,0,6,1,0
631,BR639417440@ey.com.br,BR639417440,Phillip Flores,1000,Active,Brasil,M,Fortaleza,Advisory,Risk,44-Staff/Assistant,2,Analista Senior,4/1/2015 0:00,1,6/13/2020 0:00,0.353594,Progression,Progressing,44-Staff/Assistant,2,0,8,1,0
632,BR879263420@ey.com.br,BR879263420,Vera Maselli,1000,Active,Brasil,M,Belo Horizonte,Advisory,PI,44-Staff/Assistant,3,Analista Senior,10/1/2019 0:00,0.75,12/23/2020 0:00,0.695035,Progression,Progressing,44-Staff/Assistant,3,0,6,1,0
633,BR1077773330@ey.com.br,BR1077773330,Alan Sage,1000,Active,Brasil,M,Brasilia - Audit,Advisory,Risk,44-Staff/Assistant,3,Analista Senior,2/1/2016 0:00,1,6/25/2020 0:00,0.249985,Promotion,Progressing,42-Senior,3,0,9,1,0
634,BR1684527170@ey.com.br,BR1684527170,Jerry Doolittle,1000,Active,Brasil,M,São Paulo,Advisory,PI,44-Staff/Assistant,2,Analista Senior,2/1/2017 0:00,1,12/8/2020 0:00,0.340023,Promotion,Differentiating,44-Staff/Assistant,2,0,1,1,0
635,BR1213181530@ey.com.br,BR1213181530,George Penatac,1000,Active,Brasil,M,Curitiba,Advisory,PI,44-Staff/Assistant,1,Analista Senior,11/1/2015 0:00,1,7/6/2020 0:00,0.177119,Progression,Differentiating,44-Staff/Assistant,1,0,4,1,0
636,BR437755660@ey.com.br,BR437755660,Judith Lovie,1000,Active,Brasil,M,Salvador,Advisory,Risk,44-Staff/Assistant,1,Analista Senior,6/1/2018 0:00,1,4/5/2020 0:00,0.478574,Progression,nan,44-Staff/Assistant,1,0,5,1,0
637,BR1254767250@ey.com.br,BR1254767250,Joshua Berry,1000,Active,Brasil,M,Fortaleza,Advisory,PI,44-Staff/Assistant,3,Analista Senior,3/1/2017 0:00,1,7/22/2020 0:00,0.449527,Progression,Progressing,44-Staff/Assistant,3,0,1,1,0
638,BR476555130@ey.com.br,BR476555130,Michael Lamey,1000,Active,Brasil,M,Rio de Janeiro,Advisory,PI,44-Staff/Assistant,1,Analista Senior,4/1/2014 0:00,1,3/30/2020 0:00,0.55342,Progression,nan,44-Staff/Assistant,1,0,11,1,0
639,BR964477890@ey.com.br,BR964477890,Aaron Fife,1000,Active,Brasil,M,Goiania,Advisory,Risk,44-Staff/Assistant,2,Analista Senior,1/1/2020 0:00,0.5,4/1/2021 0:00,0.146689,Progression,Progressing,44-Staff/Assistant,2,0,5,1,0
640,BR727514250@ey.com.br,BR727514250,Amy Aldrich,1000,Active,Brasil,M,Goiania,Advisory,Risk,44-Staff/Assistant,2,Analista Senior,1/1/2019 0:00,1,5/26/2020 0:00,0.353076,Progression,Strategic Impact,44-Staff/Assistant,3,0,3,1,0
641,BR1476254310@ey.com.br,BR1476254310,Michael Harris,1000,Active,Brasil,M,Brasilia - Audit,Advisory,Risk,32-Manager,3,Gerente,4/1/2019 0:00,1,4/24/2020 0:00,0.222206,Progression,Progressing,32-Manager,3,0,9,2,0
642,BR1585526520@ey.com.br,BR1585526520,Betty Ramsay,1000,Active,Brasil,M,Fortaleza,Advisory,Risk,44-Staff/Assistant,1,Analista Senior,1/1/2020 0:00,0.5,9/10/2020 0:00,0.35932,Progression,nan,44-Staff/Assistant,1,0,5,1,0
643,BR632241840@ey.com.br,BR632241840,Karen Rogers,1000,Active,Brasil,M,Belo Horizonte,Advisory,PI,21-Senior Manager,7,Gerente Senior,6/1/2018 0:00,1,1/13/2021 0:00,0.669674,Progression,Strategic Impact,21-Senior Manager,7,0,10,3,0
644,BR1862838260@ey.com.br,BR1862838260,Elizabeth Miles,1000,Active,Brasil,M,Brasilia - Audit,Advisory,Other Advisory,44-Staff/Assistant,3,Analista Senior,3/1/2020 0:00,0.333333,12/12/2020 0:00,0.574564,Promotion,Strategic Impact,42-Senior,3,0,2,1,0
645,BR1229971220@ey.com.br,BR1229971220,Harry Davis,1000,Active,Brasil,M,São Paulo,Advisory,PI,44-Staff/Assistant,2,Analista Senior,10/1/2019 0:00,0.75,2/12/2021 0:00,0.815584,Progression,Progressing,44-Staff/Assistant,3,0,12,1,0
646,BR1563718790@ey.com.br,BR1563718790,John Mccarter,1000,Active,Brasil,M,Salvador,Advisory,Risk,42-Senior,1,Especialista,7/1/2014 0:00,1,1/5/2020 0:00,0.718165,Promotion,Differentiating,32-Manager,1,0,9,4,0
647,BR1327947830@ey.com.br,BR1327947830,Margaret Rosamond,1000,Active,Brasil,M,Brasilia - Ass,Advisory,PI,44-Staff/Assistant,2,Analista Senior,10/1/2017 0:00,1,6/3/2020 0:00,0.522044,Progression,Progressing,44-Staff/Assistant,3,0,12,1,0
648,BR887641180@ey.com.br,BR887641180,Donald Garza,1000,Active,Brasil,M,Brasilia - Ass,Advisory,PI,21-Senior Manager,2,Gerente Senior,12/1/2017 0:00,1,10/31/2020 0:00,0.559914,Progression,Progressing,21-Senior Manager,2,0,10,3,0
649,BR1225623880@ey.com.br,BR1225623880,Andrew Wadsworth,1000,Active,Brasil,M,Curitiba,Advisory,Risk,44-Staff/Assistant,1,Analista Senior,9/1/2014 0:00,1,7/23/2020 0:00,0.26132,Progression,nan,44-Staff/Assistant,1,0,5,1,0
650,BR1113882550@ey.com.br,BR1113882550,Simon Kloster,1000,Active,Brasil,M,Goiania,Advisory,PI,44-Staff/Assistant,3,Analista Senior,9/1/2018 0:00,1,7/13/2020 0:00,0.771431,Progression,Strategic Impact,44-Staff/Assistant,3,0,6,1,0
651,BR713312870@ey.com.br,BR713312870,Henry Simon,1000,Active,Brasil,M,Brasilia - Ass,Advisory,PI,42-Senior,4,Especialista,12/1/2017 0:00,1,4/12/2020 0:00,0.353322,Progression,Progressing,42-Senior,4,0,11,4,0
652,BR1354546820@ey.com.br,BR1354546820,Milton Winston,1000,Active,Brasil,M,Fortaleza,Advisory,Risk,32-Manager,2,Gerente,3/1/2019 0:00,1,9/9/2020 0:00,0.555349,Progression,Differentiating,32-Manager,2,0,5,2,0
653,BR1346555380@ey.com.br,BR1346555380,Amy Tirado,1000,Active,Brasil,M,Salvador,Advisory,Risk,44-Staff/Assistant,1,Analista Senior,4/1/2018 0:00,1,1/26/2020 0:00,0.553037,Progression,nan,44-Staff/Assistant,1,0,1,1,0
654,BR1229938980@ey.com.br,BR1229938980,Michael Morgan,1000,Active,Brasil,M,Fortaleza,Advisory,PI,21-Senior Manager,2,Gerente Senior,5/1/2020 0:00,0.166667,5/18/2020 0:00,0.674709,Progression,Progressing,21-Senior Manager,2,0,10,3,0
655,BR979477280@ey.com.br,BR979477280,Catherine Kilgore,1000,Active,Brasil,M,Recife,Advisory,PI,42-Senior,1,Especialista,2/1/2016 0:00,1,6/29/2020 0:00,0.637364,Promotion,Progressing,32-Manager,1,0,6,4,0
656,BR944674570@ey.com.br,BR944674570,Shannon Ellithorpe,1000,Active,Brasil,M,Brasilia - Audit,Advisory,PI,44-Staff/Assistant,3,Analista Senior,2/1/2018 0:00,1,11/3/2020 0:00,0.617428,Progression,Progressing,44-Staff/Assistant,3,0,11,1,0
657,BR1358647270@ey.com.br,BR1358647270,Bernard Yoder,1000,Active,Brasil,M,Goiania,Advisory,PI,44-Staff/Assistant,1,Analista Senior,4/1/2018 0:00,1,5/13/2020 0:00,0.67002,Progression,nan,44-Staff/Assistant,1,0,1,1,0
658,BR378949810@ey.com.br,BR378949810,Patricia Fernandes,1000,Active,Brasil,M,Fortaleza,Advisory,PI,42-Senior,1,Especialista,8/1/2014 0:00,1,3/18/2020 0:00,0.309939,Promotion,Strategic Impact,32-Manager,1,0,6,4,0
659,BR971347730@ey.com.br,BR971347730,Tamara Haley,1000,Active,Brasil,M,Fortaleza,Advisory,Risk,42-Senior,1,Especialista,7/1/2017 0:00,1,8/23/2020 0:00,0.518973,Promotion,Differentiating,32-Manager,1,0,5,4,0
660,BR333741610@ey.com.br,BR333741610,Emma Willoughby,1000,Active,Brasil,M,Goiania,Advisory,Risk,44-Staff/Assistant,2,Analista Senior,12/1/2019 0:00,0.583333,3/11/2021 0:00,0.489867,Promotion,Differentiating,44-Staff/Assistant,2,0,5,1,0
661,BR1154363560@ey.com.br,BR1154363560,Shannon Sardinha,1000,Active,Brasil,M,Fortaleza,Advisory,PI,44-Staff/Assistant,3,Analista Senior,2/1/2015 0:00,1,3/4/2021 0:00,0.530076,Promotion,Strategic Impact,42-Senior,3,0,1,1,0
662,BR972398510@ey.com.br,BR972398510,Robert Orosco,1000,Active,Brasil,M,Curitiba,Advisory,Risk,42-Senior,7,Especialista,10/1/2019 0:00,0.75,10/22/2020 0:00,0.32682,Progression,Progressing,42-Senior,7,0,3,4,0
663,BR1274776680@ey.com.br,BR1274776680,Minnie Phillips,1000,Active,Brasil,M,Goiania,Advisory,PI,44-Staff/Assistant,3,Analista Senior,11/1/2016 0:00,1,4/19/2021 0:00,0.423013,Progression,Progressing,44-Staff/Assistant,3,0,4,1,0
664,BR1489521680@ey.com.br,BR1489521680,Rosie Taylor,1000,Active,Brasil,M,Fortaleza,Advisory,Risk,44-Staff/Assistant,2,Analista Senior,5/1/2019 0:00,1,2/1/2021 0:00,0.376196,Promotion,Progressing,44-Staff/Assistant,2,0,5,1,0
665,BR1431966590@ey.com.br,BR1431966590,Frank Roundy,1000,Active,Brasil,M,Belo Horizonte,Advisory,PI,42-Senior,5,Especialista,5/1/2018 0:00,1,10/7/2020 0:00,0.821572,Progression,Differentiating,42-Senior,6,0,12,4,0
666,BR1739724360@ey.com.br,BR1739724360,Joshua Stakkeland,1000,Active,Brasil,M,Belo Horizonte,Advisory,PI,42-Senior,7,Especialista,6/1/2017 0:00,1,1/1/2021 0:00,0.496713,Progression,Need to Progress,42-Senior,7,0,7,4,0
667,BR1052985180@ey.com.br,BR1052985180,Connie Marine,1000,Active,Brasil,M,Recife,Advisory,Risk,21-Senior Manager,9,Gerente Senior,10/1/2018 0:00,1,2/26/2020 0:00,0.542692,Progression,Progressing,21-Senior Manager,9,0,9,3,0
668,BR1097187770@ey.com.br,BR1097187770,Andre Hughes,1000,Active,Brasil,M,Belo Horizonte,Advisory,PI,44-Staff/Assistant,2,Analista Senior,4/1/2016 0:00,1,2/18/2020 0:00,0.458251,Promotion,Differentiating,44-Staff/Assistant,2,0,11,1,0
669,BR834542690@ey.com.br,BR834542690,Stephanie Schroepfer,1000,Active,Brasil,M,Brasilia - Audit,Advisory,Risk,44-Staff/Assistant,3,Analista Senior,2/1/2020 0:00,0.416667,3/9/2020 0:00,0.147961,Promotion,Differentiating,42-Senior,3,0,3,1,0
670,BR1488991140@ey.com.br,BR1488991140,Jennifer Dziedzic,1000,Active,Brasil,M,Recife,Advisory,PI,44-Staff/Assistant,3,Analista Senior,2/1/2015 0:00,1,2/7/2020 0:00,0.395716,Progression,Progressing,44-Staff/Assistant,3,0,6,1,0
671,BR1043245750@ey.com.br,BR1043245750,Paul Allen,1000,Active,Brasil,M,Recife,Advisory,PI,42-Senior,6,Especialista,3/1/2015 0:00,1,2/8/2021 0:00,0.223676,Progression,Strategic Impact,42-Senior,6,0,7,4,0
672,BR1352471360@ey.com.br,BR1352471360,Joe Rodriguez,1000,Active,Brasil,M,Recife,Advisory,PI,44-Staff/Assistant,2,Analista Senior,12/1/2017 0:00,1,8/24/2020 0:00,0.593827,Progression,Progressing,44-Staff/Assistant,3,0,12,1,0
673,BR1154675580@ey.com.br,BR1154675580,Lynn Higgins,1000,Active,Brasil,M,Goiania,Advisory,PI,44-Staff/Assistant,3,Analista Senior,4/1/2016 0:00,1,8/25/2020 0:00,0.234816,Progression,Strategic Impact,44-Staff/Assistant,3,0,6,1,0
674,BR964935950@ey.com.br,BR964935950,Ann Baskett,1000,Active,Brasil,M,Recife,Advisory,Risk,44-Staff/Assistant,1,Analista Senior,3/1/2018 0:00,1,10/7/2020 0:00,0.266901,Progression,nan,44-Staff/Assistant,1,0,5,1,0
675,BR1244711720@ey.com.br,BR1244711720,Alvin Allen,1000,Active,Brasil,M,Porto Alegre,Advisory,PI,44-Staff/Assistant,3,Analista Senior,4/1/2018 0:00,1,4/1/2021 0:00,0.394036,Promotion,Differentiating,42-Senior,3,0,6,1,0
676,BR1514322780@ey.com.br,BR1514322780,John Gordy,1000,Active,Brasil,M,Recife,Advisory,Risk,44-Staff/Assistant,3,Analista Senior,12/1/2014 0:00,1,3/19/2021 0:00,0.193503,Progression,Need to Progress,44-Staff/Assistant,3,0,8,1,0
677,BR1574117660@ey.com.br,BR1574117660,Angel Comerford,1000,Active,Brasil,M,Salvador,Advisory,Risk,13-Executive Director,1,Diretor,9/1/2015 0:00,1,3/29/2020 0:00,0.566027,Progression,Progressing,13-Executive Director,1,0,1,6,0
678,BR1397682690@ey.com.br,BR1397682690,Shawn Quinn,1000,Active,Brasil,M,Brasilia - Audit,Advisory,PI,42-Senior,6,Especialista,3/1/2020 0:00,0.333333,4/22/2021 0:00,0.628391,Progression,Progressing,42-Senior,6,0,6,4,0
679,BR1328175590@ey.com.br,BR1328175590,Micheal Everett,1000,Active,Brasil,M,Fortaleza,Advisory,Risk,21-Senior Manager,4,Gerente Senior,6/1/2016 0:00,1,9/4/2020 0:00,0.44003,Progression,Progressing,21-Senior Manager,4,0,9,3,0
680,BR848523180@ey.com.br,BR848523180,Helen Odaniel,1000,Active,Brasil,M,Curitiba,Advisory,Other Advisory,66-Associate,1,Analista Junior,4/1/2019 0:00,1,6/25/2020 0:00,0.426629,Progression,Need to Progress,66-Associate,1,0,2,5,0
681,BR1411181340@ey.com.br,BR1411181340,Louetta Losey,1000,Active,Brasil,M,Rio de Janeiro,Advisory,PI,44-Staff/Assistant,2,Analista Senior,5/1/2020 0:00,0.166667,3/10/2021 0:00,0.365831,Progression,Progressing,44-Staff/Assistant,2,0,7,1,0
682,BR886589350@ey.com.br,BR886589350,Olen Alexander,1000,Active,Brasil,M,Goiania,Advisory,Risk,42-Senior,1,Especialista,2/1/2017 0:00,1,2/10/2020 0:00,0.627264,Promotion,Progressing,32-Manager,1,0,9,4,0
683,BR1052461810@ey.com.br,BR1052461810,Beverly Laing,1000,Active,Brasil,M,Brasilia - Ass,Advisory,Risk,44-Staff/Assistant,1,Analista Senior,3/1/2015 0:00,1,4/14/2020 0:00,0.277716,Progression,nan,44-Staff/Assistant,1,0,9,1,0
684,BR1699476570@ey.com.br,BR1699476570,William Hiestand,1000,Active,Brasil,M,Brasilia - Ass,Advisory,Risk,44-Staff/Assistant,3,Analista Senior,1/1/2020 0:00,0.5,2/11/2021 0:00,0.156485,Progression,Progressing,44-Staff/Assistant,3,0,9,1,0
685,BR977924430@ey.com.br,BR977924430,Denise Gauthier,1000,Active,Brasil,M,Belo Horizonte,Advisory,PI,44-Staff/Assistant,2,Analista Senior,9/1/2016 0:00,1,2/8/2020 0:00,0.760014,Progression,Differentiating,44-Staff/Assistant,2,0,1,1,0
686,BR796735680@ey.com.br,BR796735680,Anita Mency,1000,Active,Brasil,M,Recife,Advisory,Risk,44-Staff/Assistant,3,Analista Senior,4/1/2016 0:00,1,2/2/2021 0:00,0.155959,Promotion,Differentiating,42-Senior,3,0,9,1,0
687,BR1196715130@ey.com.br,BR1196715130,Jane Venegas,1000,Active,Brasil,M,Brasilia - Ass,Advisory,Risk,44-Staff/Assistant,1,Analista Senior,4/1/2015 0:00,1,7/9/2020 0:00,0.453737,Progression,nan,44-Staff/Assistant,1,0,9,1,0
688,BR1112367510@ey.com.br,BR1112367510,Larissa Smith,1000,Active,Brasil,M,Belo Horizonte,Advisory,Risk,32-Manager,4,Gerente,12/1/2017 0:00,1,10/16/2020 0:00,0.654605,Progression,Differentiating,32-Manager,4,0,9,2,0
689,BR1226433240@ey.com.br,BR1226433240,Lila Brannen,1000,Active,Brasil,M,São Paulo,Advisory,PI,42-Senior,5,Especialista,10/1/2014 0:00,1,2/17/2020 0:00,0.66627,Progression,Differentiating,42-Senior,5,0,11,4,0
690,BR628596160@ey.com.br,BR628596160,Reyna Jackson,1000,Active,Brasil,M,Salvador,Advisory,Risk,42-Senior,5,Especialista,8/1/2014 0:00,1,5/16/2020 0:00,0.714515,Progression,Progressing,42-Senior,5,0,3,4,0
691,BR286811510@ey.com.br,BR286811510,Gloria Swick,1000,Active,Brasil,M,Brasilia - Audit,Advisory,Risk,44-Staff/Assistant,1,Analista Senior,10/1/2018 0:00,1,1/29/2021 0:00,0.275267,Progression,nan,44-Staff/Assistant,1,0,9,1,0
692,BR1268983880@ey.com.br,BR1268983880,Willie Wagner,1000,Active,Brasil,M,Belo Horizonte,Advisory,Risk,42-Senior,6,Especialista,10/1/2016 0:00,1,4/6/2021 0:00,0.460927,Progression,Progressing,42-Senior,6,0,9,4,0
693,BR1877518920@ey.com.br,BR1877518920,Janet Torrence,1000,Active,Brasil,M,Rio de Janeiro,Advisory,PI,44-Staff/Assistant,3,Analista Senior,12/1/2015 0:00,1,1/29/2021 0:00,0.74707,Promotion,Strategic Impact,42-Senior,3,0,6,1,0
694,BR797352580@ey.com.br,BR797352580,Michael Hanna,1000,Active,Brasil,M,Campinas,Advisory,Risk,21-Senior Manager,6,Gerente Senior,1/1/2016 0:00,1,4/28/2021 0:00,0.718645,Progression,Differentiating,21-Senior Manager,6,0,5,3,0
695,BR944135820@ey.com.br,BR944135820,Patricia Rousselle,1000,Active,Brasil,M,Goiania,Advisory,Risk,44-Staff/Assistant,2,Analista Senior,8/1/2016 0:00,1,3/10/2021 0:00,0.419122,Promotion,Progressing,44-Staff/Assistant,2,0,5,1,0
696,BR526119680@ey.com.br,BR526119680,Cheryl Prach,1000,Active,Brasil,M,Campinas,Advisory,PI,42-Senior,5,Especialista,11/1/2015 0:00,1,1/21/2021 0:00,0.456458,Progression,Progressing,42-Senior,5,0,6,4,0
697,BR951387470@ey.com.br,BR951387470,Sheila Jackson,1000,Active,Brasil,M,Campinas,Advisory,Risk,44-Staff/Assistant,3,Analista Senior,6/1/2015 0:00,1,2/1/2020 0:00,0.375023,Promotion,Differentiating,42-Senior,3,0,8,1,0
698,BR786983280@ey.com.br,BR786983280,Alan Galloway,1000,Active,Brasil,M,Porto Alegre,Advisory,PI,42-Senior,1,Especialista,3/1/2020 0:00,0.333333,7/8/2020 0:00,0.303644,Promotion,Differentiating,32-Manager,1,0,11,4,0
699,BR1022923670@ey.com.br,BR1022923670,Lois Taylor,1000,Active,Brasil,M,São Paulo,Advisory,PI,13-Executive Director,1,Diretor,3/1/2020 0:00,0.333333,2/18/2021 0:00,0.70338,Progression,Progressing,13-Executive Director,1,0,1,6,0
700,BR1166174560@ey.com.br,BR1166174560,Lakeshia Lee,1000,Active,Brasil,F,São Paulo,Advisory,PI,44-Staff/Assistant,3,Analista Senior,9/1/2019 0:00,0.833333,7/29/2020 0:00,0.51509,Progression,Strategic Impact,44-Staff/Assistant,3,0,6,1,0
701,BR353548810@ey.com.br,BR353548810,Christopher Walles,1000,Active,Brasil,F,Belo Horizonte,Advisory,PI,44-Staff/Assistant,3,Analista Senior,2/1/2015 0:00,1,9/23/2020 0:00,0.510746,Promotion,Differentiating,42-Senior,3,0,7,1,0
702,BR1494123540@ey.com.br,BR1494123540,Joyce Hackney,1000,Active,Brasil,F,Brasilia - Audit,Advisory,PI,32-Manager,5,Gerente,12/1/2018 0:00,1,4/27/2020 0:00,0.574124,Progression,Differentiating,32-Manager,5,0,4,2,0
703,BR1483434880@ey.com.br,BR1483434880,Lisa Elliott,1000,Active,Brasil,F,Fortaleza,Advisory,PI,44-Staff/Assistant,3,Analista Senior,7/1/2019 0:00,1,8/4/2020 0:00,0.188159,Progression,Progressing,44-Staff/Assistant,3,0,12,1,0
704,BR1556224220@ey.com.br,BR1556224220,Raul Hubbs,1000,Active,Brasil,F,Brasilia - Ass,Advisory,PI,44-Staff/Assistant,1,Analista Senior,4/1/2016 0:00,1,10/10/2020 0:00,0.634591,Progression,Progressing,44-Staff/Assistant,2,0,12,1,0
705,BR534841340@ey.com.br,BR534841340,Cynthia Schuck,1000,Active,Brasil,F,Curitiba,Advisory,Risk,44-Staff/Assistant,3,Analista Senior,3/1/2019 0:00,1,3/16/2021 0:00,0.309889,Promotion,Progressing,42-Senior,3,0,9,1,0
706,BR1458339320@ey.com.br,BR1458339320,Victor Tanner,1000,Active,Brasil,F,Recife,Advisory,Risk,44-Staff/Assistant,2,Analista Senior,8/1/2018 0:00,1,3/15/2021 0:00,0.166258,Promotion,Progressing,44-Staff/Assistant,2,0,9,1,0
707,BR1465515630@ey.com.br,BR1465515630,Jacob Williams,1000,Active,Brasil,F,São Paulo,Advisory,Risk,44-Staff/Assistant,3,Analista Senior,12/1/2015 0:00,1,4/27/2020 0:00,0.322235,Promotion,Progressing,42-Senior,3,0,9,1,0
708,BR935355990@ey.com.br,BR935355990,Joshua Mayall,1000,Active,Brasil,F,Brasilia - Audit,Advisory,Risk,42-Senior,1,Especialista,8/1/2019 0:00,0.916667,8/15/2020 0:00,0.81343,Promotion,Strategic Impact,32-Manager,1,0,8,4,0
709,BR619676610@ey.com.br,BR619676610,Helen Coffman,1000,Active,Brasil,F,Salvador,Advisory,Risk,44-Staff/Assistant,3,Analista Senior,6/1/2014 0:00,1,1/6/2021 0:00,0.359337,Promotion,Progressing,42-Senior,3,0,8,1,0
710,BR1413623390@ey.com.br,BR1413623390,Mark Gilbreath,1000,Active,Brasil,F,São Paulo,Advisory,Risk,42-Senior,1,Especialista,8/1/2014 0:00,1,3/31/2020 0:00,0.589183,Promotion,Differentiating,32-Manager,1,0,9,4,0
711,BR1392717290@ey.com.br,BR1392717290,Linda Alexander,1000,Active,Brasil,F,Brasilia - Audit,Advisory,PI,44-Staff/Assistant,3,Analista Senior,6/1/2019 0:00,1,7/28/2020 0:00,0.385485,Progression,Differentiating,44-Staff/Assistant,3,0,10,1,0
712,BR1212522540@ey.com.br,BR1212522540,Leonard Calhoun,1000,Active,Brasil,F,Curitiba,Advisory,Risk,44-Staff/Assistant,2,Analista Senior,7/1/2014 0:00,1,1/3/2020 0:00,0.3901,Promotion,Progressing,44-Staff/Assistant,2,0,9,1,0
713,BR794823140@ey.com.br,BR794823140,Ida Augustine,1000,Active,Brasil,F,Brasilia - Ass,Advisory,Risk,44-Staff/Assistant,3,Analista Senior,11/1/2018 0:00,1,1/26/2021 0:00,0.359239,Promotion,Progressing,42-Senior,3,0,5,1,0
714,BR899313840@ey.com.br,BR899313840,Julie Brown,1000,Active,Brasil,F,Salvador,Advisory,PI,44-Staff/Assistant,3,Analista Senior,4/1/2016 0:00,1,11/12/2020 0:00,0.278911,Promotion,Progressing,42-Senior,3,0,7,1,0
715,BR578445110@ey.com.br,BR578445110,Janice Griffin,1000,Active,Brasil,F,Rio de Janeiro,Advisory,Risk,21-Senior Manager,4,Gerente Senior,5/1/2018 0:00,1,3/10/2020 0:00,0.277171,Progression,Progressing,21-Senior Manager,4,0,9,3,0
